PROVIDER;DESCRIPTION;CONTEXT;NAMESPACE;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_PROFILE;REQUIREMENTS_ATTRIBUTES_ASSESSMENTSTATUS;REQUIREMENTS_ATTRIBUTES_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_RATIONALESTATEMENT;REQUIREMENTS_ATTRIBUTES_IMPACTSTATEMENT;REQUIREMENTS_ATTRIBUTES_REMEDIATIONPROCEDURE;REQUIREMENTS_ATTRIBUTES_AUDITPROCEDURE;REQUIREMENTS_ATTRIBUTES_ADDITIONALINFORMATION;REQUIREMENTS_ATTRIBUTES_REFERENCES;REQUIREMENTS_ATTRIBUTES_DEFAULTVALUE;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;ClusterRole system:volume-scheduler does not have pod create access.;220622cb-0b4e-40b0-8166-8be4302842ab;system:volume-scheduler;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;ClusterRole view does not have pod create access.;1dd37dc9-0bd0-495f-8804-28ff7c1b52f7;view;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: falco;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;Role falco does not have pod create access.;39c3504a-0e72-44a4-9151-9e61a42b754f;falco;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: kube-public;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;Role kubeadm:bootstrap-signer-clusterinfo does not have pod create access.;c05f7735-bb6c-4a9e-8d83-4738bbf6851e;kubeadm:bootstrap-signer-clusterinfo;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: kube-public;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;Role system:controller:bootstrap-signer does not have pod create access.;fca0d9a4-4127-4cfe-bb02-0337c95ca66a;system:controller:bootstrap-signer;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;Role extension-apiserver-authentication-reader does not have pod create access.;7f524d3d-bbc5-415d-9a69-aaeb08de8daf;extension-apiserver-authentication-reader;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;Role kube-proxy does not have pod create access.;3aeb3af1-b8da-4a1b-84d2-c14f7a1091be;kube-proxy;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;Role kubeadm:kubelet-config does not have pod create access.;41be21e5-930d-41a6-8e72-a7f3013c53dc;kubeadm:kubelet-config;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;Role kubeadm:nodes-kubeadm-config does not have pod create access.;162d3b09-38cf-417c-be98-ca2b72ceb4be;kubeadm:nodes-kubeadm-config;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;Role system::leader-locking-kube-controller-manager does not have pod create access.;d3fd2a2f-6d7d-4b68-8540-ed8cff7e29af;system::leader-locking-kube-controller-manager;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;Role system::leader-locking-kube-scheduler does not have pod create access.;051f07cf-013f-4801-aad0-623d0d6cca59;system::leader-locking-kube-scheduler;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;Role system:controller:bootstrap-signer does not have pod create access.;c4687848-a5e5-4628-82dd-b6460b8477d4;system:controller:bootstrap-signer;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;Role system:controller:cloud-provider does not have pod create access.;4ff92561-3fa1-44a5-876a-6508c72601b9;system:controller:cloud-provider;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: kube-system;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;PASS;Role system:controller:token-cleaner does not have pod create access.;e62334e6-1182-42ac-a5f3-2d373badcdb7;system:controller:token-cleaner;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: local-path-storage;2026-06-05 00:26:21.068559;5.1.4;Minimize access to create pods;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create pods in a namespace can provide a number of opportunities for privilege escalation, such as assigning privileged service accounts to these pods or mounting hostPaths with access to sensitive data (unless Pod Security Policies are implemented to restrict this access)  As such, access to create new pods should be restricted to the smallest possible group of users.;The ability to create pods in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;Care should be taken not to remove access to pods to system components which require this for their operation;Where possible, remove `create` access to `pod` objects in the cluster.;Review the users who have create access to pod objects in the Kubernetes API.;;;By default in a kubeadm cluster the following list of principals have `create` privileges on `pod` objects  ``` CLUSTERROLEBINDING SUBJECT TYPE SA-NAMESPACE cluster-admin system:masters Group  system:controller:clusterrole-aggregation-controller clusterrole-aggregation-controller ServiceAccount kube-system system:controller:daemon-set-controller daemon-set-controller ServiceAccount kube-system system:controller:job-controller job-controller ServiceAccount kube-system system:controller:persistent-volume-binder persistent-volume-binder ServiceAccount kube-system system:controller:replicaset-controller replicaset-controller ServiceAccount kube-system system:controller:replication-controller replication-controller ServiceAccount kube-system system:controller:statefulset-controller statefulset-controller ServiceAccount kube-system ```;FAIL;Role local-path-provisioner-role has pod create access.;8a756736-8f98-45a7-8f8c-6bce5e6f0235;local-path-provisioner-role;rbac_minimize_pod_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.9;Minimize access to create persistent volumes;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create persistent volumes in a cluster can provide an opportunity for privilege escalation, via the creation of `hostPath` volumes. As persistent volumes are not covered by Pod Security Admission, a user with access to create persistent volumes may be able to get access to sensitive files from the underlying host even where restrictive Pod Security Admission policies are in place.;The ability to create persistent volumes in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;;Where possible, remove `create` access to `PersistentVolume` objects in the cluster.;Review the users who have create access to `PersistentVolume` objects in the Kubernetes API.;;https://kubernetes.io/docs/concepts/security/rbac-good-practices/#persistent-volume-creation;;FAIL;User or group 'system:masters' has access to create PersistentVolumes.;Group/system:masters;Group:system:masters;rbac_minimize_pv_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.9;Minimize access to create persistent volumes;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create persistent volumes in a cluster can provide an opportunity for privilege escalation, via the creation of `hostPath` volumes. As persistent volumes are not covered by Pod Security Admission, a user with access to create persistent volumes may be able to get access to sensitive files from the underlying host even where restrictive Pod Security Admission policies are in place.;The ability to create persistent volumes in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;;Where possible, remove `create` access to `PersistentVolume` objects in the cluster.;Review the users who have create access to `PersistentVolume` objects in the Kubernetes API.;;https://kubernetes.io/docs/concepts/security/rbac-good-practices/#persistent-volume-creation;;PASS;User or group 'kube-apiserver-kubelet-client' does not have access to create PersistentVolumes.;User/kube-apiserver-kubelet-client;User:kube-apiserver-kubelet-client;rbac_minimize_pv_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
kubernetes;This CIS Kubernetes Benchmark provides prescriptive guidance for establishing a secure configuration posture for Kubernetes v1.28 - v1.31;context: kind-meridian-security;namespace: cluster-wide;2026-06-05 00:26:21.068559;5.1.9;Minimize access to create persistent volumes;5 Policies;5.1 RBAC and Service Accounts;Level 1;Manual;The ability to create persistent volumes in a cluster can provide an opportunity for privilege escalation, via the creation of `hostPath` volumes. As persistent volumes are not covered by Pod Security Admission, a user with access to create persistent volumes may be able to get access to sensitive files from the underlying host even where restrictive Pod Security Admission policies are in place.;The ability to create persistent volumes in a cluster opens up possibilities for privilege escalation and should be restricted, where possible.;;Where possible, remove `create` access to `PersistentVolume` objects in the cluster.;Review the users who have create access to `PersistentVolume` objects in the Kubernetes API.;;https://kubernetes.io/docs/concepts/security/rbac-good-practices/#persistent-volume-creation;;FAIL;User or group 'kubeadm:cluster-admins' has access to create PersistentVolumes.;Group/kubeadm:cluster-admins;Group:kubeadm:cluster-admins;rbac_minimize_pv_creation_access;False;CIS;CIS Kubernetes Benchmark v1.11.0
